RSRP,UL_SNR,DL_BLER,UL_BLER,DL_MCS,UL_MCS,TX_Bytes,RX_Bytes
-74.0,20.67,0.0018904999999999,0.0672399999999999,7.0,17.0,452412.0,6388.0
-74.0,19.555,0.0016938,0.060856,7.0,17.0,432870.0,7020.0
-74.0,22.355,0.001517,0.054954,7.0,17.0,440168.0,6388.0
-74.0,22.86,0.0013644,0.0572059999999999,7.0,17.0,440168.0,3332.0
-74.0,20.595,0.0012216,0.0520783999999999,7.0,17.0,445114.0,6342.0
-74.0,19.36,0.0011001,0.0539982,7.0,17.0,440168.0,4883.0
-74.0,23.685,0.000988,0.0488926,7.0,17.97,437447.0,7985.0
-74.0,19.66,0.0008874,0.0676522,7.0,18.0,445114.0,7893.0
-73.81,19.74,0.0007971999999999,0.0979136,7.0,18.0,436519.0,6388.0
-73.0,22.35,0.0007173999999999,0.1199167999999999,7.0,18.0,443817.0,4883.0
-73.0,22.285,0.0006452999999999,0.1191344,7.0,18.0,436519.0,6342.0
-73.0,22.465,0.0005762,0.1470756,7.0,17.99,448763.0,6342.0
-73.0,19.34,0.000517,0.1539808,7.0,16.96,440168.0,6426.0
-73.0,19.39,0.0004659999999999,0.1542688,7.0,16.0,440168.0,6388.0
-73.0,20.575,0.0004179999999999,0.1385624,7.0,16.0,433718.0,6342.0
-73.0,22.9,0.0003768,0.1249557999999999,7.0,16.0,448843.0,6434.0
-73.0,18.86,0.0003355999999999,0.1121220999999999,7.0,16.0,443817.0,6342.0
-73.0,19.48,0.0002982999999999,0.1011167,7.0,16.0,436519.0,4837.0
-73.0,21.255,0.0002677,0.0915077,7.0,16.0,445114.0,7893.0
-73.0,22.99,0.0002414,0.0891789,7.0,16.0,440168.0,6342.0
-73.0,20.045,0.0002209999999999,0.0801043999999999,7.0,16.0,436519.0,4837.0
-73.0,19.295,0.0002006,0.0729669999999999,7.0,16.0,443817.0,6342.0
-73.0,20.62,0.0001802,0.0652136,7.0,16.0,434167.0,4917.0
-73.0,19.29,0.0001598,0.05916,7.0,16.0,441096.0,6342.0
-73.0,20.615,0.0001393999999999,0.05325,7.0,16.0,436519.0,6422.0
-73.0,19.415,0.0001245,0.0482883,7.0,16.97,441465.0,4837.0
-73.0,22.445,0.0001143,0.0537342,7.0,17.0,443817.0,7939.0
-73.0,20.81,0.0001041,0.0632,7.0,17.0,429221.0,4837.0
-73.0,17.98,9.39e-05,0.0570063999999999,7.0,17.0,443817.0,6342.0
-73.0,22.8,0.0033407999999999,0.0773905,7.0,17.0,397677.0,4883.0
-73.0,21.9,0.008319,0.1031855999999999,7.0,17.0,421923.0,7847.0
-73.0,24.095,0.0127424,0.1286215,7.0,17.0,414625.0,6296.0
-73.0,24.92,0.0201591999999999,0.1561196999999999,7.0,16.03,415473.0,7847.0
-73.0,26.185,0.0252464999999999,0.1578902999999999,7.0,15.01,401406.0,6388.0
-73.0,26.535,0.0280232,0.1663732,7.0,14.08,421923.0,5456.0
-73.0,23.49,0.0304417999999999,0.1670779999999999,7.0,13.2,414625.0,7109.0
-73.0,21.565,0.036605,0.1717200999999999,7.0,12.27,404975.0,4784.0
-73.0,23.185,0.0394545999999999,0.1668319999999999,7.0,11.2,414625.0,6185.0
-73.0,22.485,0.040738,0.1532928,7.0,11.0,414625.0,4707.0
-73.0,20.175,0.0418696,0.14334,7.0,11.0,421923.0,4707.0
-73.0,22.25,0.0596304,0.1119264999999999,7.0,11.0,438744.0,9915.0
-73.0,25.335,0.0535550999999999,0.101048,7.0,11.0,443817.0,4770.0
-73.0,19.755,0.0481034999999999,0.0915936,7.0,11.0,429221.0,6247.0
-73.0,19.705,0.0432023999999999,0.08352,7.0,11.0,448763.0,4661.0
-73.0,20.775,0.0388043999999999,0.075578,7.0,11.0,436519.0,4661.0
-73.0,19.07,0.0348476,0.0678753,7.0,11.0,436519.0,7770.0
-73.0,19.345,0.0312939,0.0616247,7.0,11.0,443817.0,4770.0
